,Q,A,E,U
460,특정 조건을 기반으로 데이터프레임의 행을 필터링하는 방법은 무엇입니까?,df[조건]을 사용하여 특정 조건을 기반으로 데이터프레임의 행을 필터링할 수 있습니다.,df[df['컬럼 이름'] > 10],"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.query.html
"
461,데이터프레임의 두 열을 결합하는 방법은 무엇입니까?,"pd.concat([df1, df2], axis=1)을 사용하여 데이터프레임의 두 열을 결합할 수 있습니다.","pd.concat([df1, df2], axis=1)","https://pandas.pydata.org/docs/reference/api/pandas.concat.html
"
462,중복된 행을 데이터프레임에서 제거하는 방법은 무엇입니까?,df.drop_duplicates()를 사용하여 데이터프레임에서 중복된 행을 제거할 수 있습니다.,df.drop_duplicates(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop_duplicates.html
"
463,데이터프레임에서 결측값을 처리하는 방법은 무엇입니까?,df.dropna() 또는 df.fillna()를 사용하여 데이터프레임에서 결측값을 처리할 수 있습니다.,df.dropna(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.dropna.html
"
464,데이터프레임에서 특정 값이 포함된 행을 찾는 방법은 무엇입니까?,"df.loc[df['컬럼 이름'].isin([값 1, 값 2, ...])]을 사용하여 데이터프레임에서 특정 값이 포함된 행을 찾을 수 있습니다.","df.loc[df['컬럼 이름'].isin(['값 1', '값 2'])]","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.isin.html
"
465,데이터프레임의 그래프를 그리는 방법은 무엇입니까?,df.plot()을 사용하여 데이터프레임의 그래프를 그릴 수 있습니다.,"df.plot(x='컬럼 이름 1', y='컬럼 이름 2')","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.plot.html
"
466,데이터프레임의 요약 통계를 계산하는 방법은 무엇입니까?,df.describe()를 사용하여 데이터프레임의 요약 통계를 계산할 수 있습니다.,df.describe(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.describe.html
"
467,데이터프레임에서 행을 추가하는 방법은 무엇입니까?,df.append()를 사용하여 데이터프레임에 행을 추가할 수 있습니다.,"df.append({'컬럼 이름 1': 값 1, '컬럼 이름 2': 값 2}, ignore_index=True)","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.append.html
"
468,데이터 프레임에서 중복된 행을 제거하는 방법이 궁금해요.,중복된 행을 제거하려면 drop_duplicates() 메서드를 사용하세요.,df.drop_duplicates(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop_duplicates.html
"
469,데이터 프레임에서 특정 열을 기준으로 정렬하는 방법은 어떻게 해야 하나요?,정렬하려면 sort_values() 메서드를 사용하세요.,"df.sort_values(""열 이름"")","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sort_values.html
"
470,데이터 프레임에서 특정 조건을 충족하는 행을 필터링하는 방법이 뭐예요?,조건을 기반으로 행을 필터링하려면 query() 메서드를 사용하세요.,"df.query(""조건"")","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.query.html
"
471,데이터 프레임의 특정 열에서 결측값을 찾는 방법이 궁금해요.,isnull() 메서드를 사용해서 결측값을 찾을 수 있습니다.,"df[""열 이름""].isnull()","https://pandas.pydata.org/docs/reference/api/pandas.Series.isnull.html
"
472,데이터 프레임의 특정 열에서 결측값을 제거하는 방법을 알고 싶어요.,dropna() 메서드를 사용해서 결측값을 제거할 수 있습니다.,"df.dropna(subset=[""열 이름""])","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.dropna.html
"
473,데이터 프레임의 여러 열을 합치는 방법을 알고 싶어요.,concat() 메서드를 사용해서 여러 열을 합칠 수 있습니다.,"pd.concat([df1[""열 이름 1""], df2[""열 이름 2""]], axis=1)","https://pandas.pydata.org/docs/reference/api/pandas.concat.html
"
474,데이터 프레임에서 특정 열의 데이터 타입을 변경하는 방법이 궁금해요.,astype() 메서드를 사용해서 데이터 타입을 변경할 수 있습니다.,"df[""열 이름""].astype(""데이터 타입"")","https://pandas.pydata.org/docs/reference/api/pandas.Series.astype.html
"
475,데이터 프레임의 행과 열 순서를 바꾸는 방법을 알고 싶어요.,T 속성을 사용해서 행과 열의 순서를 바꿀 수 있습니다.,df.T,"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.T.html
"
476,데이터 프레임에서 특정 열을 삭제하는 방법을 알고 싶어요.,drop() 메서드를 사용해서 특정 열을 삭제할 수 있습니다.,"df.drop(""열 이름"", axis=1)","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop.html
"
477,데이터 프레임에서 중복 행을 제거하는 방법은 뭐죠?,중복 행을 제거하려면 drop_duplicates() 메서드를 사용합니다.,df.drop_duplicates(),"https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.drop_duplicates.html
"
478,범주형 데이터를 인코딩하려면 어떻게 해야 하나요?,범주형 데이터를 인코딩하려면 LabelEncoder를 사용합니다.,from sklearn.preprocessing import LabelEncoder \n le = LabelEncoder() \n le.fit(df['범주형 열 이름']),"https://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.LabelEncoder.html
"
479,결측값을 처리하는 방법에는 어떤 것들이 있나요?,"결측값을 처리하는 일반적인 방법으로는 삭제, 임의값 대체, 중간값 대체 등이 있습니다.",df.dropna()  # 결측값 있는 행 삭제 \n df.fillna(0)  # 결측값을 0으로 대체,"https://pandas.pydata.org/pandas-docs/stable/user_guide/missing_data.html
"
480,피처 스케일링의 중요성은 뭐죠?,피처 스케일링은 머신러닝 모델의 성능을 향상시키는 데 도움이 됩니다.,from sklearn.preprocessing import StandardScaler \n scaler = StandardScaler() \n scaler.fit_transform(df),"https://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
"
481,데이터 정규화와 표준화의 차이점은 뭐죠?,"정규화는 피처의 값 범위를 0~1로 조정하는 반면, 표준화는 피처의 평균을 0, 표준 편차를 1로 조정합니다.",정규화 - from sklearn.preprocessing import MinMaxScaler \n 표준화 - from sklearn.preprocessing import StandardScaler,"https://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
"
482,문자열 피처를 수치 형태로 변환하는 방법은 뭐에요?,문자열 피처를 수치화하려면 원-핫 인코딩을 사용합니다.,from sklearn.preprocessing import OneHotEncoder \n onehotencoder = OneHotEncoder() \n onehotencoder.fit_transform(df['문자열 열 이름']),"https://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html
"
483,이산화 피처를 연속화하는 방법은 뭐죠?,이산화 피처를 연속화하려면 선형 보간 또는 스플라인 보간을 사용합니다.,"from scipy.interpolate import interp1d \n interp1d(df['이산화 피처 열 이름'], df['연속화 피처 열 이름'])","https://docs.scipy.org/doc/scipy/reference/generated/scipy.interpolate.interp1d.html
"
484,데이터 세트를 훈련 세트와 테스트 세트로 분할하는 방법은 뭐에요?,데이터 세트를 분할하려면 train_test_split() 함수를 사용합니다.,"from sklearn.model_selection import train_test_split \n X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.25)","https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.train_test_split.html
"
485,데이터 탐색을 위한 도구에는 어떤 것들이 있나요?,"데이터 탐색에 사용할 수 있는 도구로는 Pandas, NumPy, Matplotlib 등이 있습니다.","데이터 시각화 - import matplotlib.pyplot as plt \n plt.scatter(df['변수1'], df['변수2'])","https://pandas.pydata.org/pandas-docs/stable/user_guide/index.html, https://numpy.org/, https://matplotlib.org/
"
486,데이터를 정규화하는 방법에는 어떤 것들이 있나요?,가장 일반적인 정규화 방법은 최소-최대 정규화입니다.,(데이터 - min(데이터)) / (max(데이터) - min(데이터)),"https://scikit-learn.org/stable/modules/preprocessing.html
"
487,데이터를 표준화하는 방법을 알려주세요.,"표준화는 데이터의 평균을 0으로, 표준 편차를 1로 변환하는 것입니다.",(데이터 - 데이터.mean()) / 데이터.std(),"https://scikit-learn.org/stable/modules/preprocessing.html
"
488,텍스트 데이터에서 불용어를 어떻게 제거할 수 있나요?,NumPy에는 stop words를 제거하는 stopwords라는 모듈이 있습니다.,from nltk.corpus import stopwords; data = ' '.join([word for word in data.split() if word not in stopwords.words('english')]),"https://www.nltk.org/book/ch02.html
"
489,결측값을 처리하는 방법을 알려주세요.,결측값을 처리하는 가장 간단한 방법은 결측값을 평균이나 중앙값으로 채우는 것입니다.,data.fillna(data.mean()) 또는 data.fillna(data.median()),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.fillna.html
"
490,데이터셋을 학습용 및 테스트용 데이터로 분할하는 방법은 무엇인가요?,train_test_split() 함수를 사용하여 데이터셋을 분할할 수 있습니다.,"from sklearn.model_selection import train_test_split; train, test = train_test_split(data, test_size=0.2)","https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.train_test_split.html
"
491,데이터가 정규 분포되어 있는지 확인하는 방법을 알려주세요.,scikit-learn에는 정규 분포 검정을 수행하는 normaltest 모듈이 있습니다.,from scipy.stats import normaltest; result = normaltest(data),"https://docs.scipy.org/doc/scipy/reference/generated/scipy.stats.normaltest.html
"
492,데이터의 상관 관계를 계산하는 방법은 어떻게 되나요?,corr() 메서드를 사용하면 데이터의 상관 관계를 계산할 수 있습니다.,data.corr(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.corr.html
"
493,데이터를 범주형 변수로 인코딩하는 방법에는 어떤 것이 있나요?,가장 일반적인 범주형 변수 인코딩 방법은 one-hot 인코딩입니다.,from sklearn.preprocessing import OneHotEncoder; encoder = OneHotEncoder(),"https://scikit-learn.org/stable/modules/generated/sklearn.preprocessing.OneHotEncoder.html
"
494,데이터에서 이상값을 확인하고 제거하는 방법을 알려주세요.,이상값은 IQR(Interquartile Range) 범위를 벗어난 데이터 포인트입니다.,q1 = data.quantile(0.25); q3 = data.quantile(0.75); iqr = q3 - q1; lower = q1 - 1.5 * iqr; upper = q3 + 1.5 * iqr; data = data[(data > lower) & (data < upper)],"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.quantile.html
"
495,데이터프레임에서 특정 열의 모든 데이터를 출력하는 코드는 뭐죠?,dataframe['열 이름'],df['열 이름'],"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html
"
496,데이터프레임의 컬럼 이름을 변경하는 방법을 알고 싶어요.,dataframe.rename(columns={'기존 컬럼 이름': '새 컬럼 이름'}),df.rename(columns={'기존 컬럼 이름': '새 컬럼 이름'}),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rename.html
"
497,특정 행과 열을 기준으로 데이터프레임에서 데이터를 추출하는 방법을 알려주세요.,"dataframe.iloc[행 위치, 열 위치]","df.iloc[0, 1]  # 1행 2열 데이터 추출","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.iloc.html
"
498,데이터프레임의 데이터를 특정 조건에 따라 필터링하려면 어떻게 해야 하나요?,dataframe[조건],df[df['컬럼 이름'] > 10]  # '컬럼 이름' 열의 값이 10보다 큰 행 필터링,"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html
"
499,데이터에 결측값이 있는지 확인하고 채우는 방법을 알려주세요.,"dataframe.isnull().sum(), dataframe.fillna(값)",df.isnull().sum()  # 결측값 개수 확인,"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.fillna.html
"
500,데이터프레임을 CSV 파일에 어떻게 저장하나요?,dataframe.to_csv('파일 경로'),df.to_csv('데이터.csv'),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.to_csv.html
"
501,데이터프레임에서 중복된 행을 제거하려면 어떻게 해야 하나요?,dataframe.drop_duplicates(),df.drop_duplicates(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop_duplicates.html
"
502,데이터프레임에 새로운 열을 추가하는 방법을 알고 싶어요.,dataframe['새 컬럼 이름'] = 데이터리스트,"df['새 컬럼 이름'] = [1, 2, 3]","https://pandas.pydata.org/docs/user_guide/basics.html
"
503,데이터프레임에 새로운 행을 추가하는 방법을 알고 싶어요.,dataframe.loc[index] = 데이터행,"df.loc[3] = [4, 5, 6]","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.loc.html
"
504,DataFrame에 새로운 열을 추가하는 방법을 알 수 있나요?,assign() 메서드를 사용하여 새로운 열을 추가할 수 있습니다.,df = df.assign(새로운_열명=새로운_열값),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.assign.html

### 데이터 2"
505,DataFrame에서 중복된 행을 제거하려면 어떻게 하나요?,drop_duplicates() 메서드를 사용하여 중복된 행을 제거할 수 있습니다.,df = df.drop_duplicates(),"https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop_duplicates.html

### 데이터 3"
506,DataFrame의 특정 열을 기준으로 순서를 정렬하는 방법을 배울 수 있나요?,sort_values() 메서드를 사용하여 열 기준으로 순서를 정렬할 수 있습니다.,"df = df.sort_values(열명, 오름차순=True)","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sort_values.html

### 데이터 4"
507,DataFrame에서 특정 조건에 부합하는 행을 선택하는 방법을 알려주실 수 있나요?,query() 메서드를 사용하여 조건에 부합하는 행을 선택할 수 있습니다.,"df = df.query(""열명 == 값"")","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.query.html

### 데이터 5"
508,DataFrame에서 결측값을 처리하는 방법이 있어요?,isnull() 메서드와 fillna() 메서드를 사용하여 결측값을 처리할 수 있습니다.,"df.isnull().sum() # 결측값 개수 확인
           df.fillna(0) # 결측값을 0으로 채우기","https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.isnull.html
                https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.fillna.html

### 데이터 6"
